datetime,aod_longitude,aod_latitude,station_longitude,station_latitude,AOD,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
2025-05-03,106.75,-6.3000030517578125,106.7525,-6.20737,0.7281999588012695,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.80000305175781,-6.3000030517578125,106.7525,-6.20737,0.7437999844551086,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.8499984741211,-6.3000030517578125,106.7525,-6.20737,0.5108000040054321,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.9000015258789,-6.3000030517578125,106.7525,-6.20737,0.5149999856948853,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.94999694824219,-6.3000030517578125,106.7525,-6.20737,0.8039999604225159,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,107.0,-6.3000030517578125,106.7525,-6.20737,0.5202000141143799,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.5999984741211,-6.349998474121094,106.7525,-6.20737,0.5435999631881714,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.6500015258789,-6.349998474121094,106.7525,-6.20737,0.48659998178482056,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.69999694824219,-6.349998474121094,106.7525,-6.20737,0.5396000146865845,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.75,-6.349998474121094,106.7525,-6.20737,0.6833999752998352,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.80000305175781,-6.349998474121094,106.7525,-6.20737,0.8091999888420105,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.8499984741211,-6.349998474121094,106.7525,-6.20737,0.7145999670028687,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.9000015258789,-6.349998474121094,106.7525,-6.20737,0.7689999938011169,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.94999694824219,-6.349998474121094,106.7525,-6.20737,0.468999981880188,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,107.0,-6.349998474121094,106.7525,-6.20737,0.6613999605178833,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.5999984741211,-6.400001525878906,106.7525,-6.20737,0.628600001335144,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.6500015258789,-6.400001525878906,106.7525,-6.20737,0.772599995136261,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.69999694824219,-6.400001525878906,106.7525,-6.20737,0.6243999600410461,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.75,-6.400001525878906,106.7525,-6.20737,0.8555999994277954,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.80000305175781,-6.400001525878906,106.7525,-6.20737,0.43699997663497925,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.8499984741211,-6.400001525878906,106.7525,-6.20737,0.4339999854564667,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.9000015258789,-6.400001525878906,106.7525,-6.20737,0.6335999965667725,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.94999694824219,-6.400001525878906,106.7525,-6.20737,0.579800009727478,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,107.0,-6.400001525878906,106.7525,-6.20737,0.7543999552726746,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.5999984741211,-6.450004577636719,106.7525,-6.20737,0.49059998989105225,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.6500015258789,-6.450004577636719,106.7525,-6.20737,0.6299999952316284,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.69999694824219,-6.450004577636719,106.7525,-6.20737,0.6985999941825867,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.75,-6.450004577636719,106.7525,-6.20737,0.7978000044822693,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.80000305175781,-6.450004577636719,106.7525,-6.20737,0.4861999750137329,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.8499984741211,-6.450004577636719,106.7525,-6.20737,0.6164000034332275,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.9000015258789,-6.450004577636719,106.7525,-6.20737,0.5378000140190125,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.94999694824219,-6.450004577636719,106.7525,-6.20737,0.536799967288971,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,107.0,-6.450004577636719,106.7525,-6.20737,0.6789999604225159,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.5999984741211,-6.5,106.7525,-6.20737,0.49559998512268066,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.6500015258789,-6.5,106.7525,-6.20737,0.5809999704360962,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.69999694824219,-6.5,106.7525,-6.20737,0.41439998149871826,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.75,-6.5,106.7525,-6.20737,0.5090000033378601,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.80000305175781,-6.5,106.7525,-6.20737,0.7716000080108643,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.8499984741211,-6.5,106.7525,-6.20737,0.6367999911308289,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.9000015258789,-6.5,106.7525,-6.20737,0.5805999636650085,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,106.94999694824219,-6.5,106.7525,-6.20737,0.5072000026702881,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
2025-05-03,107.0,-6.5,106.7525,-6.20737,0.46399998664855957,33.4,25.0,28.9,40.5,25.0,32.6,24.1,76.1,4.3,33.33,14.0,19.1,46.2,,55.2,11.4,252.7,21.8,9.0
