datetime,aod_longitude,aod_latitude,station_longitude,station_latitude,AOD,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
2025-05-10,106.75,-6.3000030517578125,106.7525,-6.20737,0.9311999678611755,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,106.80000305175781,-6.3000030517578125,106.7525,-6.20737,0.7249999642372131,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,106.8499984741211,-6.3000030517578125,106.7525,-6.20737,0.7409999966621399,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,106.9000015258789,-6.3000030517578125,106.7525,-6.20737,0.7427999973297119,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,106.94999694824219,-6.3000030517578125,106.7525,-6.20737,0.8029999732971191,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,107.0,-6.3000030517578125,106.7525,-6.20737,0.889799952507019,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,106.5999984741211,-6.349998474121094,106.7525,-6.20737,1.2924000024795532,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,106.6500015258789,-6.349998474121094,106.7525,-6.20737,1.6571999788284302,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,106.69999694824219,-6.349998474121094,106.7525,-6.20737,1.017799973487854,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,106.75,-6.349998474121094,106.7525,-6.20737,1.0770000219345093,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,106.80000305175781,-6.349998474121094,106.7525,-6.20737,1.0267999172210693,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,106.8499984741211,-6.349998474121094,106.7525,-6.20737,0.9490000009536743,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,106.9000015258789,-6.349998474121094,106.7525,-6.20737,1.2237999439239502,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,106.94999694824219,-6.349998474121094,106.7525,-6.20737,0.8969999551773071,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,107.0,-6.349998474121094,106.7525,-6.20737,1.2977999448776245,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,106.5999984741211,-6.400001525878906,106.7525,-6.20737,1.2985999584197998,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,106.6500015258789,-6.400001525878906,106.7525,-6.20737,1.7565999031066895,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,106.69999694824219,-6.400001525878906,106.7525,-6.20737,1.3622000217437744,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,106.75,-6.400001525878906,106.7525,-6.20737,1.3131999969482422,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
2025-05-10,106.80000305175781,-6.400001525878906,106.7525,-6.20737,1.0191999673843384,33.4,26.4,29.1,41.3,26.4,33.3,24.3,75.9,11.9,62.5,18.0,16.9,351.0,,62.2,9.4,213.7,18.5,9.0
